date,day,min_temp,max_temp,rainfall_mm,evap_mm,sun_hours,max_wind_gust_dir,max_wind_gust_km_h,max_wind_gust_time,temp_9am,RH_9am,cloud_8th_9am,wind_dir_9am,wind_spd_km_h_9am,MSLP_hPa_9am,temp_3pm,RH_3pm,cloud_8th_3pm,wind_dir_3pm,wind_spd_km_h_3pm,MSLP_hPa_3pm,month,station
18,Su,20.7,31.4,0,,,ENE,26,08:34,28.8,58,5,ENE,15,1014.6,29.9,58,1,ENE,13,1012.5,201811,4078
19,Mo,24.7,29.7,0,,,ENE,37,21:05,27.8,59,8,E,17,1015.1,27.5,59,6,E,20,1013.0,201811,4078
20,Tu,24.4,30.6,0,,,ENE,31,05:49,28.3,60,1,ENE,13,1015.6,29.3,54,,ENE,15,1012.0,201811,4078
21,We,24.3,32.2,0,,,N,50,17:05,28.5,58,,N,22,1013.0,29.0,59,,NNE,24,1008.1,201811,4078
22,Th,24.1,32.7,0,,,N,48,16:00,28.8,62,8,NNW,24,1011.4,30.2,62,4,N,26,1006.8,201811,4078
23,Fr,23.5,33.5,7.0,,,N,35,11:41,30.5,57,7,W,9,1011.3,32.7,56,,NNE,15,1007.3,201811,4078
24,Sa,21.3,34.6,0.2,,,NNE,39,14:30,30.5,27,,WSW,9,1012.1,31.4,48,,NNE,20,1006.8,201811,4078
25,Su,23.2,34.8,0,,,N,57,17:01,30.5,64,,NNW,28,1007.8,31.2,66,,N,31,1001.9,201811,4078
26,Mo,25.9,38.2,0,,,NNW,33,02:30,34.8,45,,WNW,6,1005.4,33.0,57,,NNE,11,1002.0,201811,4078
27,Tu,23.6,34.7,0,,,NNE,24,13:34,30.3,73,,N,13,1006.6,31.8,66,,NNE,13,1003.2,201811,4078
28,We,25.4,36.1,0,,,NNW,57,19:19,32.0,64,,NNW,13,1005.9,29.6,82,,N,22,1001.5,201811,4078
29,Th,26.4,33.0,0.4,,,E,31,12:40,32.4,22,,S,15,1008.6,31.5,40,,ENE,15,1005.6,201811,4078
30,Fr,20.7,32.4,0,,,E,28,12:31,28.9,68,,SSE,9,1010.6,31.3,66,,NE,11,1007.3,201811,4078
1,Sa,23.6,34.7,0,,,N,26,09:13,30.0,69,,N,15,1011.9,32.3,61,,NNE,15,1008.2,201812,4078
2,Su,26.6,34.3,0,,,NNE,41,15:58,30.9,64,,N,19,1012.2,32.6,56,,NNE,20,1007.2,201812,4078
3,Mo,26.0,34.9,0,,,SW,50,21:20,30.4,66,,N,22,1009.0,31.9,65,,N,20,1005.8,201812,4078
4,Tu,22.6,34.1,5.4,,,E,54,23:27,30.2,72,,N,13,1009.5,32.5,61,,NNE,15,1006.6,201812,4078
5,We,22.6,30.9,29.0,,,ENE,52,00:15,26.3,84,,S,20,1010.4,25.9,87,,SE,28,1008.5,201812,4078
6,Th,22.9,28.2,25.2,,,SSE,61,16:48,28.1,77,,SE,22,1012.0,24.8,82,,SSE,24,1010.0,201812,4078
7,Fr,20.5,27.9,35.4,,,SSE,63,19:37,22.6,95,,S,24,1012.7,25.2,77,,SSE,33,1010.6,201812,4078
8,Sa,21.1,25.7,39.0,,,SSE,72,23:57,22.3,95,,S,33,1012.0,24.0,89,,SSE,35,1009.9,201812,4078
9,Su,22.2,27.1,20.2,,,SSE,69,01:40,24.5,86,,SE,33,1011.0,25.5,84,,SE,28,1009.1,201812,4078
10,Mo,22.7,29.5,6.0,,,SSE,56,03:27,27.0,78,,SE,22,1011.2,24.5,93,,ESE,20,1009.7,201812,4078
11,Tu,23.9,29.8,2.0,,,SSE,37,21:58,27.7,74,,SE,19,1012.8,29.1,72,,SSE,20,1009.8,201812,4078
12,We,24.4,29.0,2.2,,,SE,37,04:20,27.5,82,,ESE,15,1011.0,26.0,83,,E,22,1008.6,201812,4078
13,Th,24.7,31.6,8.2,,,S,39,14:41,28.8,78,,NNE,11,1009.0,22.2,93,,S,17,1006.5,201812,4078
14,Fr,21.9,32.0,34.6,,,N,41,12:16,26.8,76,,N,11,1004.9,29.8,67,7,N,19,1001.6,201812,4078
15,Sa,25.4,30.7,0.8,,,N,28,01:34,26.6,91,5,N,9,1006.9,29.9,63,7,SW,7,1004.5,201812,4078
16,Su,24.1,27.6,8.8,,,SSE,67,20:31,24.9,98,1,NNE,15,1007.0,26.7,85,8,SSE,20,1002.7,201812,4078
17,Mo,22.6,31.6,53.8,,,SSW,50,10:55,26.1,82,8,SSW,30,1002.3,29.7,66,8,SSW,24,1001.1,201812,4078
18,Tu,23.7,30.7,1.0,,,SE,41,18:49,26.5,73,8,S,20,1007.9,29.6,66,,SE,20,1005.0,201812,4078
19,We,24.7,30.8,0.8,,,SSE,41,10:26,28.1,78,8,SSE,24,1010.5,29.7,71,,SSE,20,1007.1,201812,4078
20,Th,25.9,30.5,0,,,SSE,39,09:01,28.5,78,7,SSE,24,1010.7,29.1,74,3,SE,19,1007.6,201812,4078
21,Fr,25.7,31.5,0,,,E,22,11:14,29.5,75,8,ENE,13,1008.6,30.3,72,,ENE,11,1006.7,201812,4078
22,Sa,26.3,32.5,0,,,N,35,18:53,29.1,85,8,ENE,13,1008.5,31.1,69,1,N,13,1005.3,201812,4078
23,Su,25.3,31.3,0,,,ESE,56,19:03,29.0,80,7,E,15,1009.7,24.6,87,8,SE,24,1008.9,201812,4078
24,Mo,23.2,28.5,9.0,,,SE,56,03:29,26.6,64,8,SE,30,1014.5,27.5,58,2,SE,26,1012.3,201812,4078
25,Tu,25.0,28.4,0.2,,,SSE,54,08:28,25.9,76,8,SSE,28,1013.9,27.8,66,8,SE,28,1012.0,201812,4078
26,We,22.7,29.3,1.0,,,SSE,44,01:42,26.7,76,8,SE,24,1012.8,27.1,70,7,SE,22,1011.0,201812,4078
27,Th,24.1,29.8,0.4,,,ESE,46,21:43,27.2,71,8,SSE,24,1012.1,26.8,83,8,SE,19,1009.0,201812,4078
28,Fr,25.2,29.6,0.4,,,E,44,21:37,27.6,65,8,SE,22,1011.7,28.8,65,,SE,22,1009.4,201812,4078
29,Sa,23.7,28.7,5.0,,,ESE,50,10:48,26.7,82,7,ESE,20,1012.9,26.9,77,8,ESE,22,1010.6,201812,4078
30,Su,24.5,29.6,2.0,,,SE,44,00:32,26.8,76,8,SE,24,1014.3,29.2,69,1,SE,17,1011.0,201812,4078
31,Mo,24.8,29.7,0,,,SE,39,04:25,28.1,61,,SE,20,1012.9,28.5,61,5,ESE,15,1010.1,201812,4078
1,Tu,24.9,29.8,0,,,ESE,33,08:36,28.1,62,1,SE,19,1011.6,27.8,65,8,SE,15,1008.8,201901,4078
2,We,25.0,29.6,0,,,ESE,35,16:41,28.3,62,2,ESE,15,1010.3,28.7,63,3,ESE,17,1007.6,201901,4078
3,Th,23.4,30.2,0,,,ESE,39,18:15,27.7,70,,SSE,22,1009.6,29.8,67,,SSE,19,1007.4,201901,4078
4,Fr,25.1,30.3,0,,,SE,41,07:12,28.5,65,2,SE,22,1011.3,28.9,62,,SE,20,1009.7,201901,4078
5,Sa,25.3,30.4,0.2,,,SE,35,10:28,28.7,69,3,SE,17,1011.8,29.4,66,,SE,20,1009.2,201901,4078
6,Su,22.3,30.3,0,,,SSE,37,09:57,27.8,69,1,S,20,1010.6,29.2,67,,SE,20,1008.0,201901,4078
7,Mo,24.6,30.4,0,,,SSE,59,22:36,26.8,73,8,S,28,1009.9,28.6,67,,SE,26,1007.3,201901,4078
8,Tu,22.3,26.3,32.4,,,S,65,08:49,22.6,98,8,S,37,1007.2,22.8,94,8,SSW,28,1004.8,201901,4078
9,We,22.1,30.1,61.0,,,SSW,43,00:19,25.8,92,8,NE,13,1006.5,28.3,79,8,ENE,20,1005.4,201901,4078
10,Th,24.5,29.8,9.6,,,E,48,21:07,26.0,89,8,SE,15,1010.7,26.6,89,8,ESE,17,1009.3,201901,4078
11,Fr,23.4,29.8,35.0,,,E,39,03:27,27.0,72,7,E,17,1014.1,28.4,67,,ESE,15,1012.3,201901,4078
12,Sa,24.0,29.6,0,,,SSE,39,11:17,27.7,67,8,SE,19,1014.4,28.6,64,,SSE,19,1012.4,201901,4078
13,Su,23.5,30.1,0,,,SSE,44,10:22,26.4,76,8,SSE,26,1012.3,29.7,70,5,SSE,22,1010.2,201901,4078
14,Mo,24.0,29.4,5.2,,,SSE,44,12:17,27.4,73,8,SSE,24,1012.3,28.3,71,1,SSE,24,1010.6,201901,4078
15,Tu,24.3,29.8,3.6,,,ESE,41,01:57,28.1,66,2,ESE,20,1013.8,28.1,66,,SSE,20,1011.0,201901,4078
16,We,24.8,29.6,0,,,E,30,18:21,28.1,63,1,ESE,11,1012.6,28.6,66,,SE,17,1009.8,201901,4078
17,Th,24.6,30.4,0,,,,,,28.3,63,1,E,13,1012.3,28.3,68,,E,11,1009.9,201901,4078
18,Fr,25.2,30.6,,,,E,31,19:08,28.9,70,1,ENE,15,1012.9,29.3,66,1,ENE,19,1012.0,201901,4078
19,Sa,25.1,30.3,0,,,SE,33,12:27,27.6,69,8,SE,13,1014.9,29.0,60,,SE,15,1012.4,201901,4078
20,Su,25.5,30.1,0,,,SSE,35,14:35,28.2,62,1,ESE,17,1014.5,28.0,64,5,SE,20,1012.8,201901,4078
21,Mo,25.1,29.7,0,,,SE,39,13:46,28.2,67,1,ESE,17,1013.3,28.6,65,3,SE,19,1012.0,201901,4078
22,Tu,25.0,29.6,0.8,,,ESE,37,09:08,27.5,72,8,ESE,19,1013.7,29.0,62,2,SE,15,1012.2,201901,4078
23,We,25.0,29.3,0,,,ESE,28,00:50,26.7,75,8,ESE,11,1012.7,28.7,67,1,ESE,13,1010.3,201901,4078
24,Th,21.5,29.8,0.2,,,E,35,15:02,27.8,67,,SSE,11,1012.2,28.8,68,2,E,22,1010.2,201901,4078
25,Fr,25.3,30.2,0,,,E,35,22:46,28.1,70,4,E,15,1012.8,29.1,63,1,E,17,1010.9,201901,4078
26,Sa,24.2,29.4,3.8,,,E,35,21:51,27.5,72,8,E,17,1012.2,28.3,66,7,E,17,1009.3,201901,4078
27,Su,25.8,27.4,0,,,ENE,43,11:20,26.5,81,8,E,22,1010.1,27.0,74,5,E,26,1008.4,201901,4078
28,Mo,23.4,26.3,55.4,,,E,39,05:56,24.3,93,8,ENE,24,1010.3,25.9,82,8,E,24,1008.9,201901,4078
29,Tu,24.1,26.8,12.0,,,ENE,46,07:13,26.2,89,8,ENE,24,1010.3,24.4,97,8,ENE,20,1008.5,201901,4078
30,We,23.6,27.5,48.2,,,E,46,17:13,26.5,81,8,ENE,22,1011.1,27.2,79,8,ENE,24,1009.0,201901,4078
31,Th,25.3,28.5,0,,,E,37,07:12,26.8,80,7,NE,15,1009.9,27.0,77,8,E,20,1008.4,201901,4078
1,Fr,24.8,29.0,0,,,E,43,21:39,28.4,75,8,ENE,20,1010.3,27.8,70,7,E,20,1007.9,201902,4078
2,Sa,25.9,29.1,0,,,E,43,11:04,27.7,74,,E,26,1009.3,28.3,69,8,E,19,1007.3,201902,4078
3,Su,25.9,26.8,0,,,ENE,50,11:00,26.5,83,8,E,24,1008.3,24.2,90,8,ESE,17,1007.4,201902,4078
4,Mo,22.7,27.5,24.2,,,ENE,50,11:32,26.5,85,8,E,24,1006.6,25.2,93,8,ESE,20,1004.5,201902,4078
5,Tu,23.7,26.0,34.6,,,E,52,02:30,25.1,92,8,ESE,20,1005.5,24.4,96,8,E,31,1002.8,201902,4078
6,We,24.1,27.0,28.4,,,ENE,65,15:33,25.4,93,8,E,31,1004.2,25.2,94,8,E,33,1001.3,201902,4078
7,Th,22.3,27.4,41.6,,,ESE,57,02:19,26.2,83,8,SE,24,1003.9,24.4,96,8,SE,28,1001.9,201902,4078
8,Fr,23.2,29.3,11.0,,,SSE,50,14:01,26.5,84,8,SSE,26,1003.2,26.8,84,8,SSE,28,1001.0,201902,4078
9,Sa,23.6,30.3,7.6,,,SSE,37,10:11,27.0,85,,S,20,1002.3,29.2,71,,SSE,19,1000.4,201902,4078
10,Su,22.6,30.0,0,,,SE,24,11:01,27.8,78,,S,11,1003.7,29.0,74,,E,13,1002.2,201902,4078
11,Mo,24.8,31.6,0,,,NE,24,14:01,28.8,81,2,E,9,1007.7,30.4,71,1,NNE,13,1004.8,201902,4078
12,Tu,24.6,31.7,0,,,N,33,13:59,28.8,80,6,N,15,1006.9,31.0,72,,N,19,1002.8,201902,4078
13,We,24.2,33.4,0,,,WSW,28,09:06,30.0,54,,W,11,1005.6,30.0,74,,ESE,9,1003.9,201902,4078
14,Th,23.5,30.8,0,,,SE,30,20:48,29.2,78,4,SE,11,1008.6,29.6,73,,ESE,11,1007.4,201902,4078
15,Fr,26.5,30.7,0,,,SSE,37,11:44,29.0,70,5,SSE,15,1013.9,29.7,65,,SE,15,1012.0,201902,4078
16,Sa,25.9,30.1,0.4,,,SE,43,03:23,27.8,78,8,S,19,1014.2,28.1,75,6,SE,20,1011.4,201902,4078
17,Su,24.3,29.5,0.2,,,SSE,33,09:00,27.8,65,1,SSE,20,1012.6,28.5,64,,ESE,17,1008.4,201902,4078
18,Mo,22.0,29.5,0,,,ESE,26,11:36,27.7,69,1,S,15,1010.9,28.6,59,,E,15,1007.2,201902,4078
19,Tu,21.9,31.1,0,,,N,22,15:21,27.5,68,,W,4,1009.0,30.7,65,,NNE,11,1004.5,201902,4078
20,We,25.4,32.2,0,,,ENE,33,22:47,30.3,78,6,N,9,1006.5,30.2,75,,E,17,1003.3,201902,4078
21,Th,25.0,31.5,0.2,,,NE,22,14:32,29.1,74,,E,9,1006.5,30.8,69,,NE,13,1003.4,201902,4078
22,Fr,25.3,30.5,0,,,SE,24,08:57,28.1,80,8,SE,15,1008.5,29.7,66,6,E,13,1007.1,201902,4078
23,Sa,24.1,30.6,0,,,ENE,28,08:36,27.2,72,8,NE,15,1012.4,28.4,66,8,E,17,1010.8,201902,4078
24,Su,24.5,29.5,1.0,,,ESE,44,23:45,28.0,66,8,ESE,17,1016.7,28.5,65,2,SE,19,1014.6,201902,4078
25,Mo,24.6,29.2,1.2,,,ESE,48,19:46,27.5,58,8,SE,22,1018.5,28.4,58,,SE,22,1015.3,201902,4078
26,Tu,21.0,28.5,8.0,,,SSE,46,10:56,21.3,92,8,SSE,19,1017.3,26.6,68,7,SSE,24,1014.1,201902,4078
27,We,21.2,27.8,5.2,,,SSE,46,13:14,25.3,75,8,SSE,19,1016.1,26.1,71,3,ESE,17,1013.3,201902,4078
28,Th,22.1,28.5,4.4,,,E,48,04:02,26.6,75,8,E,22,1016.6,26.3,74,6,SSE,26,1013.8,201902,4078
1,Fr,22.3,28.3,4.8,,,ENE,48,01:59,25.8,78,7,SSE,20,1016.4,27.7,67,4,SE,24,1013.8,201903,4078
2,Sa,23.1,28.5,3.4,,,SSE,48,11:17,27.1,66,6,SE,22,1016.1,27.9,62,,SE,19,1013.0,201903,4078
3,Su,21.7,28.4,13.0,,,SSE,54,01:43,24.9,87,8,SSE,28,1015.3,27.6,68,1,SSE,22,1012.6,201903,4078
4,Mo,22.0,28.0,14.0,,,SSE,48,13:03,22.7,95,8,SSE,19,1015.4,26.6,75,8,SSE,26,1012.0,201903,4078
5,Tu,22.3,28.5,15.4,,,S,48,11:26,23.6,91,8,S,30,1012.7,25.3,93,8,S,24,1010.1,201903,4078
6,We,23.6,27.6,11.6,,,S,46,10:30,24.4,97,8,S,20,1010.9,26.7,83,8,S,20,1008.4,201903,4078
7,Th,23.7,29.9,51.8,,,S,35,12:11,26.2,89,7,S,17,1011.2,29.3,76,7,SSE,17,1009.6,201903,4078
8,Fr,24.5,28.6,4.0,,,E,43,13:46,26.5,88,7,E,15,1015.0,25.8,93,,ESE,9,1013.4,201903,4078
9,Sa,24.2,28.7,20.8,,,SE,33,17:24,26.7,85,8,SE,17,1016.8,27.6,78,8,SE,17,1014.5,201903,4078
10,Su,23.5,29.3,0.4,,,S,30,08:29,25.9,83,1,S,17,1016.8,28.1,74,,SE,13,1013.0,201903,4078
11,Mo,21.8,29.4,0.2,,,E,24,14:25,27.7,78,2,SSW,7,1013.7,28.6,73,,E,15,1011.0,201903,4078
12,Tu,23.0,31.3,0,,,N,33,15:53,27.7,82,5,NW,7,1011.7,30.1,74,4,NNE,15,1009.4,201903,4078
13,We,23.6,31.6,0.6,,,SSW,22,00:12,27.7,80,7,E,7,1012.0,30.6,71,,NE,11,1010.4,201903,4078
14,Th,23.5,31.9,0.2,,,NNE,22,11:19,28.0,80,8,SE,9,1013.7,29.4,70,,ENE,13,1010.4,201903,4078
15,Fr,24.3,32.6,0,,,NNE,28,19:02,28.5,81,8,NW,7,1012.0,30.9,70,,NNE,13,1009.4,201903,4078
16,Sa,23.8,31.6,3.6,,,NNW,30,05:21,28.8,81,8,NNE,11,1012.2,30.0,69,5,NNE,11,1009.8,201903,4078
17,Su,23.6,30.8,9.6,,,ENE,31,06:44,28.4,75,,NE,9,1013.4,29.3,68,,NE,11,1010.8,201903,4078
18,Mo,22.6,29.7,0,,,E,20,13:24,28.2,75,,S,7,1013.4,28.4,73,,ESE,9,1010.5,201903,4078
19,Tu,23.2,31.0,0,,,ENE,24,09:36,27.6,81,8,SSE,6,1013.0,29.5,73,1,E,13,1009.7,201903,4078
20,We,23.1,30.9,0,,,ENE,22,14:04,28.3,76,,ESE,6,1012.8,29.9,71,,ENE,13,1010.1,201903,4078
21,Th,23.1,29.3,0,,,ENE,24,16:40,27.8,87,,S,9,1012.6,28.1,76,,E,13,1010.7,201903,4078
22,Fr,26.0,28.8,0,,,E,41,09:11,28.1,75,1,E,11,1013.7,28.3,74,,SE,15,1012.1,201903,4078
23,Sa,25.0,29.8,0.6,,,E,30,08:53,27.9,78,2,E,19,1014.2,29.2,76,1,ESE,15,1012.2,201903,4078
24,Su,24.1,30.1,0,,,E,26,16:28,28.6,72,1,ESE,11,1014.7,28.4,71,,E,17,1012.4,201903,4078
25,Mo,23.2,31.4,0,,,ENE,24,14:54,28.3,75,,ESE,6,1014.7,30.2,69,,ENE,13,1011.9,201903,4078
26,Tu,25.1,31.1,0,,,ENE,28,20:57,29.8,71,,NNE,9,1014.7,29.5,71,,E,13,1011.2,201903,4078
27,We,26.4,31.7,0,,,ENE,28,14:19,30.1,78,8,NE,9,1013.5,28.5,77,8,ENE,13,1010.1,201903,4078
28,Th,22.6,28.0,31.2,,,ESE,33,03:34,25.2,88,8,ESE,11,1012.0,27.6,75,8,E,13,1008.5,201903,4078
29,Fr,23.4,30.1,17.0,,,ENE,35,00:03,24.5,96,,NNW,15,1011.0,25.1,86,3,NNW,19,1008.3,201903,4078
30,Sa,23.7,31.3,17.4,,,N,33,12:47,25.5,97,,WNW,6,1011.0,29.0,81,1,N,17,1007.3,201903,4078
31,Su,23.5,28.7,1.0,,,SSE,48,10:34,26.2,88,1,S,15,1013.2,27.8,68,1,SSE,24,1011.7,201903,4078
1,Mo,22.7,27.3,0.2,,,S,43,03:15,25.5,64,8,S,24,1016.2,26.5,73,8,SSE,22,1013.7,201904,4078
2,Tu,22.6,28.1,4.2,,,SSE,50,10:34,25.2,71,,S,26,1017.1,26.5,70,8,SSE,26,1013.7,201904,4078
3,We,23.2,27.8,0,,,S,48,14:15,25.4,77,3,S,31,1017.7,26.4,82,7,SE,22,1015.3,201904,4078
4,Th,22.7,27.7,2.4,,,SSE,54,18:47,23.1,95,6,S,26,1019.7,26.8,73,4,SSE,28,1017.2,201904,4078
5,Fr,22.0,27.9,7.6,,,SE,50,02:19,24.9,77,5,S,22,1020.0,24.3,83,8,ESE,9,1017.4,201904,4078
6,Sa,21.2,27.1,12.8,,,SE,46,16:05,22.2,95,6,SE,11,1020.4,25.9,72,5,SSE,24,1016.6,201904,4078
7,Su,22.1,27.5,1.6,,,E,37,04:39,23.8,84,6,S,19,1019.5,26.8,64,,SE,19,1016.4,201904,4078
8,Mo,19.4,27.8,0.2,,,SSE,41,12:19,25.2,74,,S,20,1018.4,26.7,67,,SSE,20,1016.2,201904,4078
9,Tu,20.5,27.6,0,,,SSE,33,10:39,24.8,82,1,S,19,1017.9,27.0,65,,SE,17,1015.3,201904,4078
10,We,19.1,27.6,0.2,,,SSW,22,10:05,24.4,73,,SW,9,1017.3,26.9,64,,E,11,1014.1,201904,4078
11,Th,20.0,27.6,0.4,,,SSE,54,17:42,23.3,93,7,S,17,1017.1,26.2,69,8,SE,24,1014.8,201904,4078
12,Fr,22.6,26.9,0.8,,,S,48,10:55,24.0,75,8,S,26,1017.2,26.2,67,,SSE,24,1014.6,201904,4078
13,Sa,21.0,26.8,0.2,,,SSE,50,09:16,23.6,78,8,S,28,1017.8,25.5,67,5,SSE,24,1015.3,201904,4078
14,Su,22.2,26.4,1.0,,,SSE,54,05:56,24.1,78,8,S,24,1017.4,25.9,70,2,S,20,1015.2,201904,4078
15,Mo,20.5,26.4,1.4,,,S,43,07:58,22.4,89,8,SSW,22,1017.5,24.6,73,6,SSE,17,1014.8,201904,4078
16,Tu,20.6,26.2,2.0,,,S,43,05:17,23.9,81,5,S,20,1018.2,25.7,72,1,SSE,19,1015.1,201904,4078
17,We,21.1,26.2,0,,,S,39,10:44,24.2,78,2,S,20,1018.4,25.6,71,,SSE,17,1015.6,201904,4078
18,Th,20.0,26.3,2.6,,,SSE,48,23:21,23.6,80,,S,30,1018.1,25.8,73,,SSE,22,1016.2,201904,4078
19,Fr,20.8,26.5,6.2,,,ESE,50,00:53,23.8,84,2,S,26,1019.0,26.1,75,2,SSE,20,1016.0,201904,4078
20,Sa,21.4,27.0,0,,,S,46,09:36,23.9,80,3,S,26,1016.4,25.9,76,7,SSE,22,1013.4,201904,4078
21,Su,22.2,27.2,1.4,,,S,52,22:12,24.0,89,8,SSE,24,1015.3,25.0,86,8,S,20,1013.1,201904,4078
22,Mo,22.1,24.6,10.6,,,SSE,48,18:52,22.9,90,8,SSE,22,1016.2,22.9,95,4,SSE,19,1013.8,201904,4078
23,Tu,21.7,25.6,61.0,,,S,41,10:40,22.4,97,8,S,22,1017.0,25.4,82,5,SE,19,1014.2,201904,4078
24,We,22.3,25.1,18.0,,,SE,50,20:06,23.8,95,8,SSE,19,1015.5,24.0,94,8,SE,20,1012.5,201904,4078
25,Th,22.5,27.3,89.8,,,SE,46,01:05,24.8,90,7,SSE,15,1014.4,26.2,81,,SE,13,1011.6,201904,4078
26,Fr,22.2,26.9,0,,,S,35,23:58,24.2,88,7,S,19,1014.6,25.8,83,,SE,15,1011.8,201904,4078
27,Sa,21.9,25.4,0.2,,,S,41,14:17,23.4,87,8,S,24,1016.0,23.8,86,8,SSE,22,1014.7,201904,4078
28,Su,21.6,26.5,14.8,,,S,46,11:15,22.8,92,8,S,24,1018.7,25.7,76,1,SSE,22,1017.4,201904,4078
29,Mo,21.1,26.2,0,,,S,41,10:10,23.6,81,8,S,20,1019.1,25.5,67,6,SE,20,1016.8,201904,4078
30,Tu,21.6,26.2,0,,,E,44,08:33,22.2,82,6,NE,15,1017.5,23.6,75,8,S,17,1015.4,201904,4078
1,We,20.8,27.5,1.2,,,E,35,02:28,26.2,73,8,SE,9,1017.9,26.1,70,4,ESE,13,1015.8,201905,4078
2,Th,23.5,26.4,0,,,ENE,41,09:16,24.9,82,8,E,17,1019.7,26.0,70,8,ESE,20,1017.5,201905,4078
3,Fr,22.9,26.4,3.6,,,SSE,33,16:10,23.6,83,8,SE,11,1020.0,25.4,77,,SSE,17,1016.4,201905,4078
4,Sa,19.3,26.7,0.4,,,SW,31,17:27,23.9,82,1,S,11,1016.8,24.9,79,7,SE,11,1013.2,201905,4078
5,Su,19.4,24.5,0.4,,,,,,20.7,54,,S,26,1016.4,24.0,51,,SE,15,1012.9,201905,4078
6,Mo,,,,,,,,,,,,,,,,,,,,,201905,4078
7,Tu,,,,,,,,,,,,,,,,,,,,,201905,4078
8,We,,,,,,,,,,,,,,,,,,,,,201905,4078
9,Th,,,,,,,,,,,,,,,25.0,76,6,SSE,19,1013.9,201905,4078
10,Fr,,26.8,,,,SSE,35,11:16,23.2,87,8,S,17,1017.2,25.9,77,1,SSE,19,1014.3,201905,4078
11,Sa,17.4,23.3,0.2,,,SSE,46,10:38,19.2,45,,SSW,26,1019.7,22.6,49,,SSE,22,1017.3,201905,4078
12,Su,12.0,23.0,0,,,SSE,50,14:36,17.7,50,,S,24,1021.6,22.0,63,,SSE,26,1018.2,201905,4078
13,Mo,17.6,25.1,0,,,SSE,50,00:03,20.8,83,8,S,24,1020.3,23.7,77,8,SSE,22,1017.5,201905,4078
14,Tu,20.6,22.9,0.2,,,SSE,50,20:56,21.9,86,7,S,22,1020.3,21.5,95,8,S,24,1017.8,201905,4078
15,We,20.0,24.4,14.4,,,SSE,46,00:01,21.9,93,8,S,22,1021.2,23.6,78,5,SSE,26,1018.8,201905,4078
16,Th,20.2,24.2,1.0,,,SSE,44,09:57,21.5,91,8,S,24,1020.7,22.8,80,8,S,20,1017.8,201905,4078
17,Fr,19.6,24.4,0.2,,,S,44,10:47,21.7,86,8,S,22,1021.0,23.0,79,8,SSE,26,1018.3,201905,4078
18,Sa,20.0,24.2,1.4,,,SSE,46,10:31,21.9,82,,SSE,26,1022.6,23.8,78,,SSE,24,1019.6,201905,4078
19,Su,19.2,24.2,1.2,,,SSE,46,15:10,21.4,82,8,S,24,1022.5,23.6,79,2,SSE,24,1019.4,201905,4078
20,Mo,18.9,24.0,3.2,,,SSE,44,09:55,21.5,82,,S,20,1022.2,22.1,83,5,SSE,24,1020.0,201905,4078
21,Tu,19.3,24.0,8.6,,,S,44,09:42,20.7,90,6,S,26,1021.6,23.6,78,1,SSE,22,1019.7,201905,4078
22,We,19.3,22.9,0.2,,,S,43,09:30,21.0,87,8,S,24,1023.1,22.2,87,8,SSE,19,1020.6,201905,4078
23,Th,19.3,24.0,2.8,,,S,41,02:34,21.4,83,1,S,22,1022.5,23.2,78,1,SSE,20,1019.6,201905,4078
24,Fr,18.8,24.1,2.6,,,SSE,39,12:20,20.0,93,8,S,17,1020.7,22.6,79,7,SSE,19,1017.4,201905,4078
25,Sa,19.6,24.3,0.2,,,SSE,33,08:57,22.6,82,8,S,20,1019.6,23.0,79,8,SSE,19,1016.3,201905,4078
26,Su,19.8,24.7,0,,,S,30,08:02,22.7,85,7,S,15,1018.8,23.5,78,,ESE,9,1015.4,201905,4078
27,Mo,19.2,25.6,0,,,WSW,19,03:41,22.0,84,8,SW,7,1018.0,23.5,82,8,ENE,7,1015.0,201905,4078
28,Tu,18.9,24.0,0,,,SSE,33,11:46,22.8,70,,SSE,11,1018.4,22.8,56,,SSE,17,1015.6,201905,4078
29,We,16.4,24.1,0,,,WSW,20,00:51,20.9,82,3,SSW,11,1018.6,23.3,72,,ESE,11,1014.6,201905,4078
30,Th,17.5,25.2,0,,,SSE,20,21:18,21.1,88,2,WSW,9,1018.6,24.7,77,8,NE,7,1015.4,201905,4078
31,Fr,17.4,17.9,1.0,,,S,43,09:19,17.5,61,8,S,24,1021.4,16.5,63,8,S,20,1019.6,201905,4078
1,Sa,12.0,19.3,4.8,,,S,37,10:17,15.3,64,8,SSW,20,1022.7,18.3,59,8,S,20,1019.5,201906,4078
2,Su,14.6,22.0,0.2,,,S,30,08:38,18.0,80,8,S,15,1021.1,20.7,75,7,SSE,15,1018.1,201906,4078
3,Mo,16.7,22.6,0,,,SSW,30,09:21,19.5,68,7,SSW,17,1018.7,21.6,73,,SSE,15,1015.6,201906,4078
4,Tu,11.8,19.1,0,,,S,33,12:35,15.5,61,,SSW,15,1020.0,17.5,55,,SE,11,1016.8,201906,4078
5,We,11.2,19.6,0,,,SSW,41,09:34,14.7,57,1,SSW,20,1021.1,18.5,48,,SSE,13,1018.9,201906,4078
6,Th,13.2,20.9,0,,,SSE,52,12:19,16.6,57,6,S,24,1024.3,19.8,61,,S,24,1021.9,201906,4078
